;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 14/05/2025 17:17:56
;----------------------------------------------

;Address Opcode 	ASM
____SysVT:
0x0000	0xFFFC2001  	537001980
0x1B18	0x9B0B    LDR	R3, [SP, #44]
0x1B1A	0x1C5B    ADDS	R3, R3, #1
0x1B1C	0x930B    STR	R3, [SP, #44]
0x1B1E	0x781B    LDRB	R3, [R3, #0]
0x1B20	0x2B2A    CMP	R3, #42
0x1B22	0xD10C    BNE	L_vfprintf_me34
;cstdio.c, 343 :: 		prec = va_arg( arg, int );
0x1B24	0x9B0C    LDR	R3, [SP, #48]
0x1B26	0x681D    LDR	R5, [R3, #0]
0x1B28	0x1D2C    ADDS	R4, R5, #4
0x1B2A	0x9B0C    LDR	R3, [SP, #48]
0x1B2C	0x601C    STR	R4, [R3, #0]
0x1B2E	0xF9B53000  LDRSH	R3, [R5, #0]
0x1B32	0xF8AD300C  STRH	R3, [SP, #12]
;cstdio.c, 344 :: 		format++;
0x1B36	0x9B0B    LDR	R3, [SP, #44]
0x1B38	0x1C5B    ADDS	R3, R3, #1
0x1B3A	0x930B    STR	R3, [SP, #44]
;cstdio.c, 345 :: 		} else {
0x1B3C	0xE01A    B	L_vfprintf_me35
L_vfprintf_me34:
;cstdio.c, 346 :: 		prec = 0;
0x1B3E	0x2300    MOVS	R3, #0
0x1B40	0xB21B    SXTH	R3, R3
0x1B42	0xF8AD300C  STRH	R3, [SP, #12]
;cstdio.c, 347 :: 		while ( __isdigit( ( unsigned )*format ) )
L_vfprintf_me36:
0x1B46	0x9B0B    LDR	R3, [SP, #44]
0x1B48	0x781B    LDRB	R3, [R3, #0]
0x1B4A	0xB2D8    UXTB	R0, R3
0x1B4C	0xF7FFFD10  BL	cstdio___isdigit+0
0x1B50	0xB180    CBZ	R0, L_vfprintf_me37
;cstdio.c, 348 :: 		prec = prec * 10 + *format++ - '0';
0x1B52	0xF9BD400C  LDRSH	R4, [SP, #12]
0x1B56	0x230A    MOVS	R3, #10
0x1B58	0xB21B    SXTH	R3, R3
0x1B5A	0x435C    MULS	R4, R3, R4
0x1B5C	0xB224    SXTH	R4, R4
0x1B5E	0x9B0B    LDR	R3, [SP, #44]
0x1B60	0x781B    LDRB	R3, [R3, #0]
0x1B62	0x18E3    ADDS	R3, R4, R3
0x1B64	0xB21B    SXTH	R3, R3
0x1B66	0x3B30    SUBS	R3, #48
0x1B68	0xF8AD300C  STRH	R3, [SP, #12]
0x1B6C	0x9B0B    LDR	R3, [SP, #44]
0x1B6E	0x1C5B    ADDS	R3, R3, #1
0x1B70	0x930B    STR	R3, [SP, #44]
0x1B72	0xE7E8    B	L_vfprintf_me36
L_vfprintf_me37:
;cstdio.c, 349 :: 		}
L_vfprintf_me35:
0x1B74	0xE009    B	L_vfprintf_me38
L_vfprintf_me33:
;cstdio.c, 351 :: 		prec = 0;
0x1B76	0x2300    MOVS	R3, #0
0x1B78	0xB21B    SXTH	R3, R3
0x1B7A	0xF8AD300C  STRH	R3, [SP, #12]
;cstdio.c, 353 :: 		flag |= DEFPREC;
0x1B7E	0xF8BD3012  LDRH	R3, [SP, #18]
0x1B82	0xF4435380  ORR	R3, R3, #4096
0x1B86	0xF8AD3012  STRH	R3, [SP, #18]
;cstdio.c, 355 :: 		}
L_vfprintf_me38:
;cstdio.c, 357 :: 		loop:
___vfprintf_me_loop:
;cstdio.c, 359 :: 		switch ( c = *format++ ) {
0x1B8A	0x9C0B    LDR	R4, [SP, #44]
0x1B8C	0x9B0B    LDR	R3, [SP, #44]
0x1B8E	0x1C5B    ADDS	R3, R3, #1
0x1B90	0x930B    STR	R3, [SP, #44]
0x1B92	0x7823    LDRB	R3, [R4, #0]
0x1B94	0xF88D300E  STRB	R3, [SP, #14]
0x1B98	0xE0C0    B	L_vfprintf_me39
;cstdio.c, 360 :: 		case 0:
L_vfprintf_me41:
;cstdio.c, 361 :: 		return ccnt;
0x1B9A	0xF9BD0024  LDRSH	R0, [SP, #36]
0x1B9E	0xF001B807  B	L_end_vfprintf_me
;cstdio.c, 362 :: 		case 'l':
L_vfprintf_me42:
;cstdio.c, 363 :: 		case 'L':
L_vfprintf_me43:
;cstdio.c, 365 :: 		flag |= LONG;
0x1BA2	0xF8BD3012  LDRH	R3, [SP, #18]
0x1BA6	0xF0430310  ORR	R3, R3, #16
0x1BAA	0xF8AD3012  STRH	R3, [SP, #18]
;cstdio.c, 366 :: 		goto loop;
0x1BAE	0xE7EC    B	___vfprintf_me_loop
;cstdio.c, 381 :: 		case 'f':
L_vfprintf_me44:
;cstdio.c, 382 :: 		flag |= FFMT;
0x1BB0	0xF8BD3012  LDRH	R3, [SP, #18]
0x1BB4	0xF4436380  ORR	R3, R3, #1024
0x1BB8	0xF8AD3012  STRH	R3, [SP, #18]
;cstdio.c, 383 :: 		break;
0x1BBC	0xE0FD    B	L_vfprintf_me40
;cstdio.c, 385 :: 		case 'E':
L_vfprintf_me45:
;cstdio.c, 386 :: 		flag |= UPCASE;
0x1BBE	0xF8BD3012  LDRH	R3, [SP, #18]
0x1BC2	0xF0430320  ORR	R3, R3, #32
0x1BC6	0xF8AD3012  STRH	R3, [SP, #18]
;cstdio.c, 387 :: 		case 'e':
L_vfprintf_me46:
;cstdio.c, 388 :: 		flag |= EFMT;
0x1BCA	0xF8BD3012  LDRH	R3, [SP, #18]
0x1BCE	0xF4437380  ORR	R3, R3, #256
0x1BD2	0xF8AD3012  STRH	R3, [SP, #18]
;cstdio.c, 389 :: 		break;
0x1BD6	0xE0F0    B	L_vfprintf_me40
;cstdio.c, 390 :: 		case 'g':
L_vfprintf_me47:
;cstdio.c, 391 :: 		flag |= GFMT;
0x1BD8	0xF8BD3012  LDRH	R3, [SP, #18]
0x1BDC	0xF4437300  ORR	R3, R3, #512
0x1BE0	0xF8AD3012  STRH	R3, [SP, #18]
;cstdio.c, 392 :: 		break;
0x1BE4	0xE0E9    B	L_vfprintf_me40
;cstdio.c, 394 :: 		case 'o':
L_vfprintf_me48:
;cstdio.c, 395 :: 		flag |= EIGHT;
0x1BE6	0xF8BD3012  LDRH	R3, [SP, #18]
0x1BEA	0xF0430340  ORR	R3, R3, #64
0x1BEE	0xF8AD3012  STRH	R3, [SP, #18]
;cstdio.c, 396 :: 		break;
0x1BF2	0xE0E2    B	L_vfprintf_me40
;cstdio.c, 398 :: 		case 'd':
L_vfprintf_me49:
;cstdio.c, 399 :: 		case 'i':
L_vfprintf_me50:
;cstdio.c, 400 :: 		break;
0x1BF4	0xE0E1    B	L_vfprintf_me40
;cstdio.c, 402 :: 		case 'p':
L_vfprintf_me51:
;cstdio.c, 404 :: 		case 'X':
L_vfprintf_me52:
;cstdio.c, 405 :: 		flag |= UPCASE;
0x1BF6	0xF8BD3012  LDRH	R3, [SP, #18]
0x1BFA	0xF0430320  ORR	R3, R3, #32
0x1BFE	0xF8AD3012  STRH	R3, [SP, #18]
;cstdio.c, 406 :: 		case 'x':
L_vfprintf_me53:
;cstdio.c, 407 :: 		flag |= SIXTEEN;
0x1C02	0xF8BD3012  LDRH	R3, [SP, #18]
0x1C06	0xF0430380  ORR	R3, R3, #128
0x1C0A	0xF8AD3012  STRH	R3, [SP, #18]
;cstdio.c, 408 :: 		break;
0x1C0E	0xE0D4    B	L_vfprintf_me40
;cstdio.c, 410 :: 		case 's':
L_vfprintf_me54:
;cstdio.c, 411 :: 		cp = va_arg( arg, const char * );
0x1C10	0x9B0C    LDR	R3, [SP, #48]
0x1C12	0x681D    LDR	R5, [R3, #0]
0x1C14	0x1D2C    ADDS	R4, R5, #4
0x1C16	0x9B0C    LDR	R3, [SP, #48]
0x1C18	0x601C    STR	R4, [R3, #0]
0x1C1A	0x682B    LDR	R3, [R5, #0]
0x1C1C	0x9307    STR	R3, [SP, #28]
;cstdio.c, 415 :: 		if ( cp == 0 )
0x1C1E	0xB90B    CBNZ	R3, L_vfprintf_me55
;cstdio.c, 416 :: 		cp = "null";
0x1C20	0x4BF9    LDR	R3, [PC, #996]
0x1C22	0x9307    STR	R3, [SP, #28]
L_vfprintf_me55:
;cstdio.c, 417 :: 		len = 0;
0x1C24	0x2300    MOVS	R3, #0
0x1C26	0xF8AD3020  STRH	R3, [SP, #32]
;cstdio.c, 418 :: 		while ( cp[ len ] )
L_vfprintf_me56:
0x1C2A	0xF8BD4020  LDRH	R4, [SP, #32]
0x1C2E	0x9B07    LDR	R3, [SP, #28]
0x1C30	0x191B    ADDS	R3, R3, R4
0x1C32	0x781B    LDRB	R3, [R3, #0]
0x1C34	0xB12B    CBZ	R3, L_vfprintf_me57
;cstdio.c, 419 :: 		len++;
0x1C36	0xF8BD3020  LDRH	R3, [SP, #32]
0x1C3A	0x1C5B    ADDS	R3, R3, #1
0x1C3C	0xF8AD3020  STRH	R3, [SP, #32]
0x1C40	0xE7F3    B	L_vfprintf_me56
L_vfprintf_me57:
;cstdio.c, 420 :: 		dostring:
___vfprintf_me_dostring:
;cstdio.c, 421 :: 		if ( prec && ( prec < len ) )
0x1C42	0xF9BD300C  LDRSH	R3, [SP, #12]
0x1C46	0xB14B    CBZ	R3, L__vfprintf_me324
0x1C48	0xF8BD4020  LDRH	R4, [SP, #32]
0x1C4C	0xF9BD300C  LDRSH	R3, [SP, #12]
0x1C50	0x42A3    CMP	R3, R4
0x1C52	0xD203    BCS	L__vfprintf_me323
L__vfprintf_me322:
;cstdio.c, 422 :: 		len = prec;
0x1C54	0xF9BD300C  LDRSH	R3, [SP, #12]
0x1C58	0xF8AD3020  STRH	R3, [SP, #32]
;cstdio.c, 421 :: 		if ( prec && ( prec < len ) )
L__vfprintf_me324:
L__vfprintf_me323:
;cstdio.c, 423 :: 		if ( width > len )
0x1C5C	0xF8BD4020  LDRH	R4, [SP, #32]
0x1C60	0xF9BD3010  LDRSH	R3, [SP, #16]
0x1C64	0x42A3    CMP	R3, R4
0x1C66	0xD907    BLS	L_vfprintf_me61
;cstdio.c, 424 :: 		width -= len;
0x1C68	0xF8BD4020  LDRH	R4, [SP, #32]
0x1C6C	0xF9BD3010  LDRSH	R3, [SP, #16]
0x1C70	0x1B1B    SUB	R3, R3, R4
0x1C72	0xF8AD3010  STRH	R3, [SP, #16]
0x1C76	0xE003    B	L_vfprintf_me62
L_vfprintf_me61:
;cstdio.c, 426 :: 		width = 0;
0x1C78	0x2300    MOVS	R3, #0
0x1C7A	0xB21B    SXTH	R3, R3
0x1C7C	0xF8AD3010  STRH	R3, [SP, #16]
L_vfprintf_me62:
;cstdio.c, 427 :: 		if ( !( flag & LEFT ) )
0x1C80	0xF8BD3012  LDRH	R3, [SP, #18]
0x1C84	0xF0030308  AND	R3, R3, #8
0x1C88	0xB29B    UXTH	R3, R3
0x1C8A	0xB95B    CBNZ	R3, L_vfprintf_me63
;cstdio.c, 428 :: 		while ( width-- )
L_vfprintf_me64:
0x1C8C	0xF9BD4010  LDRSH	R4, [SP, #16]
0x1C90	0xF9BD3010  LDRSH	R3, [SP, #16]
0x1C94	0x1E5B    SUBS	R3, R3, #1
0x1C96	0xF8AD3010  STRH	R3, [SP, #16]
0x1C9A	0xB11C    CBZ	R4, L_vfprintf_me65
;cstdio.c, 429 :: 		stream( ' ' );
0x1C9C	0x2020    MOVS	R0, #32
0x1C9E	0x9C0A    LDR	R4, [SP, #40]
0x1CA0	0x47A0    BLX	R4
0x1CA2	0xE7F3    B	L_vfprintf_me64
L_vfprintf_me65:
L_vfprintf_me63:
;cstdio.c, 430 :: 		while ( len-- )
L_vfprintf_me66:
0x1CA4	0xF8BD4020  LDRH	R4, [SP, #32]
0x1CA8	0xF8BD3020  LDRH	R3, [SP, #32]
0x1CAC	0x1E5B    SUBS	R3, R3, #1
0x1CAE	0xF8AD3020  STRH	R3, [SP, #32]
0x1CB2	0xB14C    CBZ	R4, L_vfprintf_me67
;cstdio.c, 431 :: 		stream( *cp++ );
0x1CB4	0x9B07    LDR	R3, [SP, #28]
0x1CB6	0x781B    LDRB	R3, [R3, #0]
0x1CB8	0xB2DC    UXTB	R4, R3
0x1CBA	0xB2E0    UXTB	R0, R4
0x1CBC	0x9C0A    LDR	R4, [SP, #40]
0x1CBE	0x47A0    BLX	R4
0x1CC0	0x9B07    LDR	R3, [SP, #28]
0x1CC2	0x1C5B    ADDS	R3, R3, #1
0x1CC4	0x9307    STR	R3, [SP, #28]
0x1CC6	0xE7ED    B	L_vfprintf_me66
L_vfprintf_me67:
;cstdio.c, 433 :: 		if ( flag & LEFT )
0x1CC8	0xF8BD3012  LDRH	R3, [SP, #18]
0x1CCC	0xF0030308  AND	R3, R3, #8
0x1CD0	0xB29B    UXTH	R3, R3
0x1CD2	0xB15B    CBZ	R3, L_vfprintf_me68
;cstdio.c, 434 :: 		while ( width-- )
L_vfprintf_me69:
0x1CD4	0xF9BD4010  LDRSH	R4, [SP, #16]
0x1CD8	0xF9BD3010  LDRSH	R3, [SP, #16]
0x1CDC	0x1E5B    SUBS	R3, R3, #1
0x1CDE	0xF8AD3010  STRH	R3, [SP, #16]
0x1CE2	0xB11C    CBZ	R4, L_vfprintf_me70
;cstdio.c, 435 :: 		stream( ' ' );
0x1CE4	0x2020    MOVS	R0, #32
0x1CE6	0x9C0A    LDR	R4, [SP, #40]
0x1CE8	0x47A0    BLX	R4
0x1CEA	0xE7F3    B	L_vfprintf_me69
L_vfprintf_me70:
L_vfprintf_me68:
;cstdio.c, 436 :: 		continue;
0x1CEC	0xE660    B	L_vfprintf_me12
;cstdio.c, 437 :: 		case 'c':
L_vfprintf_me71:
;cstdio.c, 438 :: 		c = va_arg( arg, int );
0x1CEE	0x9B0C    LDR	R3, [SP, #48]
0x1CF0	0x681D    LDR	R5, [R3, #0]
0x1CF2	0x1D2C    ADDS	R4, R5, #4
0x1CF4	0x9B0C    LDR	R3, [SP, #48]
0x1CF6	0x601C    STR	R4, [R3, #0]
0x1CF8	0xF9B53000  LDRSH	R3, [R5, #0]
0x1CFC	0xF88D300E  STRB	R3, [SP, #14]
;cstdio.c, 439 :: 		default:
L_vfprintf_me72:
;cstdio.c, 440 :: 		cp = &c;
0x1D00	0xF10D030E  ADD	R3, SP, #14
0x1D04	0x9307    STR	R3, [SP, #28]
;cstdio.c, 441 :: 		len = 1;
0x1D06	0x2301    MOVS	R3, #1
0x1D08	0xF8AD3020  STRH	R3, [SP, #32]
;cstdio.c, 442 :: 		goto dostring;
0x1D0C	0xE799    B	___vfprintf_me_dostring
;cstdio.c, 444 :: 		case 'u':
L_vfprintf_me73:
;cstdio.c, 445 :: 		flag |= UNSIGN;
0x1D0E	0xF8BD3012  LDRH	R3, [SP, #18]
0x1D12	0xF04303C0  ORR	R3, R3, #192
0x1D16	0xF8AD3012  STRH	R3, [SP, #18]
;cstdio.c, 446 :: 		break;
0x1D1A	0xE04E    B	L_vfprintf_me40
;cstdio.c, 447 :: 		}
L_vfprintf_me39:
0x1D1C	0xF89D300E  LDRB	R3, [SP, #14]
0x1D20	0x2B00    CMP	R3, #0
0x1D22	0xF43FAF3A  BEQ	L_vfprintf_me41
0x1D26	0xF89D300E  LDRB	R3, [SP, #14]
0x1D2A	0x2B6C    CMP	R3, #108
0x1D2C	0xF43FAF39  BEQ	L_vfprintf_me42
0x1D30	0xF89D300E  LDRB	R3, [SP, #14]
0x1D34	0x2B4C    CMP	R3, #76
0x1D36	0xF43FAF34  BEQ	L_vfprintf_me43
0x1D3A	0xF89D300E  LDRB	R3, [SP, #14]
0x1D3E	0x2B66    CMP	R3, #102
0x1D40	0xF43FAF36  BEQ	L_vfprintf_me44
0x1D44	0xF89D300E  LDRB	R3, [SP, #14]
0x1D48	0x2B45    CMP	R3, #69
0x1D4A	0xF43FAF38  BEQ	L_vfprintf_me45
0x1D4E	0xF89D300E  LDRB	R3, [SP, #14]
0x1D52	0x2B65    CMP	R3, #101
0x1D54	0xF43FAF39  BEQ	L_vfprintf_me46
0x1D58	0xF89D300E  LDRB	R3, [SP, #14]
0x1D5C	0x2B67    CMP	R3, #103
0x1D5E	0xF43FAF3B  BEQ	L_vfprintf_me47
0x1D62	0xF89D300E  LDRB	R3, [SP, #14]
0x1D66	0x2B6F    CMP	R3, #111
0x1D68	0xF43FAF3D  BEQ	L_vfprintf_me48
0x1D6C	0xF89D300E  LDRB	R3, [SP, #14]
0x1D70	0x2B64    CMP	R3, #100
0x1D72	0xF43FAF3F  BEQ	L_vfprintf_me49
0x1D76	0xF89D300E  LDRB	R3, [SP, #14]
0x1D7A	0x2B69    CMP	R3, #105
0x1D7C	0xF43FAF3A  BEQ	L_vfprintf_me50
0x1D80	0xF89D300E  LDRB	R3, [SP, #14]
0x1D84	0x2B70    CMP	R3, #112
0x1D86	0xF43FAF36  BEQ	L_vfprintf_me51
0x1D8A	0xF89D300E  LDRB	R3, [SP, #14]
0x1D8E	0x2B58    CMP	R3, #88
0x1D90	0xF43FAF31  BEQ	L_vfprintf_me52
0x1D94	0xF89D300E  LDRB	R3, [SP, #14]
0x1D98	0x2B78    CMP	R3, #120
0x1D9A	0xF43FAF32  BEQ	L_vfprintf_me53
0x1D9E	0xF89D300E  LDRB	R3, [SP, #14]
0x1DA2	0x2B73    CMP	R3, #115
0x1DA4	0xF43FAF34  BEQ	L_vfprintf_me54
0x1DA8	0xF89D300E  LDRB	R3, [SP, #14]
0x1DAC	0x2B63    CMP	R3, #99
0x1DAE	0xD09E    BEQ	L_vfprintf_me71
0x1DB0	0xF89D300E  LDRB	R3, [SP, #14]
0x1DB4	0x2B75    CMP	R3, #117
0x1DB6	0xD0AA    BEQ	L_vfprintf_me73
0x1DB8	0xE7A2    B	L_vfprintf_me72
L_vfprintf_me40:
;cstdio.c, 449 :: 		if ( flag & ( EFMT | GFMT | FFMT ) ) {
0x1DBA	0xF8BD3012  LDRH	R3, [SP, #18]
0x1DBE	0xF40363E0  AND	R3, R3, #1792
0x1DC2	0xB29B    UXTH	R3, R3
0x1DC4	0x2B00    CMP	R3, #0
0x1DC6	0xF00084B6  BEQ	L_vfprintf_me74
;cstdio.c, 450 :: 		if ( flag & DEFPREC )
0x1DCA	0xF8BD3012  LDRH	R3, [SP, #18]
0x1DCE	0xF4035380  AND	R3, R3, #4096
0x1DD2	0xB29B    UXTH	R3, R3
0x1DD4	0xB11B    CBZ	R3, L_vfprintf_me75
;cstdio.c, 451 :: 		prec = 6;
0x1DD6	0x2306    MOVS	R3, #6
0x1DD8	0xB21B    SXTH	R3, R3
0x1DDA	0xF8AD300C  STRH	R3, [SP, #12]
L_vfprintf_me75:
;cstdio.c, 452 :: 		fval = va_arg( arg, double );
0x1DDE	0x9B0C    LDR	R3, [SP, #48]
0x1DE0	0x681D    LDR	R5, [R3, #0]
0x1DE2	0x1D2C    ADDS	R4, R5, #4
0x1DE4	0x9B0C    LDR	R3, [SP, #48]
0x1DE6	0x601C    STR	R4, [R3, #0]
0x1DE8	0xED150A00  VLDR.32	S0, [R5, #0]
0x1DEC	0xED8D0A05  VSTR.32	S0, [SP, #20]
;cstdio.c, 453 :: 		if ( fval < 0.0 ) {
0x1DF0	0xEEB50AC0  VCMPE.F32	S0, #0.0
0x1DF4	0xEEF1FA10  VMRS	APSR_nzcv, FPSCR
0x1DF8	0xDA0B    BGE	L_vfprintf_me76
;cstdio.c, 454 :: 		fval = -fval;
0x1DFA	0xED9D0A05  VLDR.32	S0, [SP, #20]
0x1DFE	0xEEB10A40  VNEG.F32	S0, S0
0x1E02	0xED8D0A05  VSTR.32	S0, [SP, #20]
;cstdio.c, 455 :: 		flag |= NEGSIGN;
0x1E06	0xF8BD3012  LDRH	R3, [SP, #18]
0x1E0A	0xF0430303  ORR	R3, R3, #3
0x1E0E	0xF8AD3012  STRH	R3, [SP, #18]
;cstdio.c, 456 :: 		}
L_vfprintf_me76:
;cstdio.c, 460 :: 		exp = 0;
0x1E12	0x2300    MOVS	R3, #0
0x1E14	0xB21B    SXTH	R3, R3
0x1E16	0xF8AD3018  STRH	R3, [SP, #24]
;cstdio.c, 461 :: 		if ( fval != 0 ) {
0x1E1A	0xED9D0A05  VLDR.32	S0, [SP, #20]
0x1E1E	0xEEB50AC0  VCMPE.F32	S0, #0.0
0x1E22	0xEEF1FA10  VMRS	APSR_nzcv, FPSCR
0x1E26	0xD04A    BEQ	L_vfprintf_me77
;cstdio.c, 466 :: 		frexp( fval, &exp );
0x1E28	0xAC06    ADD	R4, SP, #24
0x1E2A	0xAB05    ADD	R3, SP, #20
0x1E2C	0x681B    LDR	R3, [R3, #0]
0x1E2E	0x0DDB    LSRS	R3, R3, #23
0x1E30	0xF00303FF  AND	R3, R3, #255
0x1E34	0x3B7E    SUBS	R3, #126
0x1E36	0x8023    STRH	R3, [R4, #0]
;cstdio.c, 467 :: 		exp--;
0x1E38	0xF9BD3018  LDRSH	R3, [SP, #24]
0x1E3C	0x1E5C    SUBS	R4, R3, #1
0x1E3E	0xB224    SXTH	R4, R4
0x1E40	0xF8AD4018  STRH	R4, [SP, #24]
;cstdio.c, 468 :: 		exp *= 3;
0x1E44	0x2303    MOVS	R3, #3
0x1E46	0xB21B    SXTH	R3, R3
0x1E48	0x435C    MULS	R4, R3, R4
0x1E4A	0xB224    SXTH	R4, R4
0x1E4C	0xF8AD4018  STRH	R4, [SP, #24]
;cstdio.c, 472 :: 		exp /= 10;
0x1E50	0x230A    MOVS	R3, #10
0x1E52	0xB21B    SXTH	R3, R3
0x1E54	0xFB94F3F3  SDIV	R3, R4, R3
0x1E58	0xB21B    SXTH	R3, R3
0x1E5A	0xF8AD3018  STRH	R3, [SP, #24]
;cstdio.c, 473 :: 		if ( exp < 0 )
0x1E5E	0x2B00    CMP	R3, #0
0x1E60	0xDA04    BGE	L_vfprintf_me78
;cstdio.c, 474 :: 		exp--;
0x1E62	0xF9BD3018  LDRSH	R3, [SP, #24]
0x1E66	0x1E5B    SUBS	R3, R3, #1
0x1E68	0xF8AD3018  STRH	R3, [SP, #24]
L_vfprintf_me78:
;cstdio.c, 475 :: 		integ = fval * scale( -exp );
0x1E6C	0xF9BD3018  LDRSH	R3, [SP, #24]
0x1E70	0x425B    RSBS	R3, R3, #0
0x1E72	0xB258    SXTB	R0, R3
0x1E74	0xF7FFFBBA  BL	cstdio_scale+0
0x1E78	0xEDDD0A05  VLDR.32	S1, [SP, #20]
0x1E7C	0xEE200A80  VMUL.F32	S0, S1, S0
0x1E80	0xED8D0A07  VSTR.32	S0, [SP, #28]
;cstdio.c, 476 :: 		if ( integ < 1.0 )
0x1E84	0xEDDD0A07  VLDR.32	S1, [SP, #28]
0x1E88	0xEEB70A00  VMOV.F32	S0, #1
0x1E8C	0xEEF40AC0  VCMPE.F32	S1, S0
0x1E90	0xEEF1FA10  VMRS	APSR_nzcv, FPSCR
0x1E94	0xDA05    BGE	L_vfprintf_me79
;cstdio.c, 477 :: 		exp--;
0x1E96	0xF9BD3018  LDRSH	R3, [SP, #24]
0x1E9A	0x1E5B    SUBS	R3, R3, #1
0x1E9C	0xF8AD3018  STRH	R3, [SP, #24]
0x1EA0	0xE00D    B	L_vfprintf_me80
L_vfprintf_me79:
;cstdio.c, 478 :: 		else if ( integ >= 10.0 )
0x1EA2	0xEDDD0A07  VLDR.32	S1, [SP, #28]
0x1EA6	0xEEB20A04  VMOV.F32	S0, #10
0x1EAA	0xEEF40AC0  VCMPE.F32	S1, S0
0x1EAE	0xEEF1FA10  VMRS	APSR_nzcv, FPSCR
0x1EB2	0xDB04    BLT	L_vfprintf_me81
;cstdio.c, 479 :: 		exp++;
0x1EB4	0xF9BD3018  LDRSH	R3, [SP, #24]
0x1EB8	0x1C5B    ADDS	R3, R3, #1
0x1EBA	0xF8AD3018  STRH	R3, [SP, #24]
L_vfprintf_me81:
L_vfprintf_me80:
;cstdio.c, 480 :: 		}
L_vfprintf_me77:
;cstdio.c, 482 :: 		if ( exp <= 0 )
0x1EBE	0xF9BD3018  LDRSH	R3, [SP, #24]
0x1EC2	0x2B00    CMP	R3, #0
0x1EC4	0xDC03    BGT	L_vfprintf_me82
;cstdio.c, 483 :: 		c = 1;
0x1EC6	0x2301    MOVS	R3, #1
0x1EC8	0xF88D300E  STRB	R3, [SP, #14]
0x1ECC	0xE003    B	L_vfprintf_me83
L_vfprintf_me82:
;cstdio.c, 485 :: 		c = exp;
0x1ECE	0xF9BD3018  LDRSH	R3, [SP, #24]
0x1ED2	0xF88D300E  STRB	R3, [SP, #14]
L_vfprintf_me83:
;cstdio.c, 487 :: 		if ( flag & EFMT || flag & GFMT && ( exp < -4 || exp >= ( int )prec ) ) {
0x1ED6	0xF8BD3012  LDRH	R3, [SP, #18]
0x1EDA	0xF4037380  AND	R3, R3, #256
0x1EDE	0xB29B    UXTH	R3, R3
0x1EE0	0xB9A3    CBNZ	R3, L__vfprintf_me328
0x1EE2	0xF8BD3012  LDRH	R3, [SP, #18]
0x1EE6	0xF4037300  AND	R3, R3, #512
0x1EEA	0xB29B    UXTH	R3, R3
0x1EEC	0xB16B    CBZ	R3, L__vfprintf_me327
0x1EEE	0xF9BD4018  LDRSH	R4, [SP, #24]
0x1EF2	0xF06F0303  MVN	R3, #3
0x1EF6	0x429C    CMP	R4, R3
0x1EF8	0xDB06    BLT	L__vfprintf_me326
0x1EFA	0xF9BD400C  LDRSH	R4, [SP, #12]
0x1EFE	0xF9BD3018  LDRSH	R3, [SP, #24]
0x1F02	0x42A3    CMP	R3, R4
0x1F04	0xDA00    BGE	L__vfprintf_me325
0x1F06	0xE000    B	L__vfprintf_me320
L__vfprintf_me326:
L__vfprintf_me325:
0x1F08	0xE000    B	L__vfprintf_me319
L__vfprintf_me320:
L__vfprintf_me327:
0x1F0A	0xE204    B	L_vfprintf_me90
L__vfprintf_me319:
L__vfprintf_me328:
;cstdio.c, 491 :: 		if ( prec && flag & GFMT )
0x1F0C	0xF9BD300C  LDRSH	R3, [SP, #12]
0x1F10	0xB153    CBZ	R3, L__vfprintf_me330
0x1F12	0xF8BD3012  LDRH	R3, [SP, #18]
0x1F16	0xF4037300  AND	R3, R3, #512
0x1F1A	0xB29B    UXTH	R3, R3
0x1F1C	0xB123    CBZ	R3, L__vfprintf_me329
L__vfprintf_me318:
;cstdio.c, 495 :: 		prec--;
0x1F1E	0xF9BD300C  LDRSH	R3, [SP, #12]
0x1F22	0x1E5B    SUBS	R3, R3, #1
0x1F24	0xF8AD300C  STRH	R3, [SP, #12]
;cstdio.c, 491 :: 		if ( prec && flag & GFMT )
L__vfprintf_me330:
L__vfprintf_me329:
;cstdio.c, 496 :: 		if ( ( unsigned )prec > NDDIG - 2 )
0x1F28	0xF8BD300C  LDRH	R3, [SP, #12]
0x1F2C	0x2B08    CMP	R3, #8
0x1F2E	0xD903    BLS	L_vfprintf_me94
;cstdio.c, 497 :: 		c = NDDIG - 2;
0x1F30	0x2308    MOVS	R3, #8
0x1F32	0xF88D300E  STRB	R3, [SP, #14]
0x1F36	0xE003    B	L_vfprintf_me95
L_vfprintf_me94:
;cstdio.c, 499 :: 		c = prec;
0x1F38	0xF9BD300C  LDRSH	R3, [SP, #12]
0x1F3C	0xF88D300E  STRB	R3, [SP, #14]
L_vfprintf_me95:
;cstdio.c, 501 :: 		if ( fval != 0 ) {
0x1F40	0xED9D0A05  VLDR.32	S0, [SP, #20]
0x1F44	0xEEB50AC0  VCMPE.F32	S0, #0.0
0x1F48	0xEEF1FA10  VMRS	APSR_nzcv, FPSCR
0x1F4C	0xD06F    BEQ	L_vfprintf_me96
;cstdio.c, 505 :: 		fval /= scale( exp );
0x1F4E	0xF9BD0018  LDRSH	R0, [SP, #24]
0x1F52	0xF7FFFB4B  BL	cstdio_scale+0
0x1F56	0xEDDD0A05  VLDR.32	S1, [SP, #20]
0x1F5A	0xEE800A80  VDIV.F32	S0, S1, S0
